Planungsstelle;Produkt;Bezeichnung;Deckungskreis;Maünahme;Budget;bewirtschaftende Dienststelle;anordnende Dienststelle;Ansatz 2022;Soll auf Ansatz;Ansatz 2023;Ansatz 2024;Ansatz 2025;Ansatz 2026;VE;Rgerg.2021;Rgerg.2022
1.1.1.03/0005.7821001;1.1.1.03;Auszahlungen für Erschlieüungskosten;102;5;05.01.2003;523;523;0;0;1.000.000;1.600.000;0;0;0;0;0
1.1.1.03/0007.6821000;1.1.1.03;Einzahlungen aus Verüuüerung von Grundstücken, Gebüuden, Infrastrukturvermügen;0;7;05.01.2003;523;523;0;0;0;0;0;0;0;1.185,68;7.590,45
1.1.1.03/0008.7821000;1.1.1.03;Auszahlungen für den Erwerb von Grundstücken, Gebüuden und Infrastrukturvermügen;87;8;05.01.2003;523;523;50.000;9.518,93;0;50.000;50.000;50.000;0;73.966,34;9.518,93
1.1.1.03/0100.7832000;1.1.1.03;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;75;100;05.01.2003;523;523;0;0;0;0;0;0;0;0;0
1.1.1.03/1102.7851000;1.1.1.03;Auszahlungen für Hochbaumaünahmen;73;1102;05.01.2003;565;565;0;0;0;0;0;0;0;0;0
1.1.1.03/1103.6851000;1.1.1.03;Einzahlungen für Baumaünahmen;73;1103;05.01.2003;565;565;0;0;0;0;0;0;0;67.398,29;37.792,47
1.1.1.03/1103.7851000;1.1.1.03;Auszahlungen für Hochbaumaünahmen;73;1103;05.01.2003;565;565;0;37.792,47;0;0;0;0;0;356.514,33;105.190,76
1.1.1.03/1604.6811000;1.1.1.03;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;0;1604;05.01.2003;565;565;0;0;0;0;0;0;0;0;0
1.1.1.03/1604.7851000;1.1.1.03;Auszahlungen für Hochbaumaünahmen;0;1604;05.01.2003;565;565;0;0;0;0;0;0;0;0;0
1.1.1.03/8888.7851000;1.1.1.03;Auszahlungen für Hochbaumaünahmen;0;8888;05.01.2003;565;565;0;0;0;0;0;0;0;0;0
1.1.1.04.4321000;1.1.1.04;Benutzungsgebühren und ühnliche Entgelte;15;0;01.01.2001;111;111;0;0;0;0;0;0;0;0;0
1.1.1.04.5012000;1.1.1.04;Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;24.100;25.344,56;27.200;27.900;28.700;29.500;0;24.149,85;25.344,56
1.1.1.04.5022000;1.1.1.04;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;1.000;1.065,86;1.200;1.300;1.400;1.500;0;997,65;1.065,86
1.1.1.04.5032000;1.1.1.04;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;4.800;4.909,52;5.500;5.700;5.900;6.100;0;4.920,26;4.909,52
1.1.1.04.5041000;1.1.1.04;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;01.01.2002;110;110;200;169,12;300;400;500;600;0;139,03;169,12
1.1.1.04.5271000;1.1.1.04;Besondere Verwaltungs- und Betriebsaufwendungen;15;0;01.01.2001;111;111;2.100;737,02;2.200;2.200;2.200;2.200;0;750,01;737,02
1.1.1.04.5318000;1.1.1.04;Zuschüsse an übrige Bereiche;15;0;01.01.2001;111;111;3.500;3.500;3.600;3.700;3.700;3.700;0;3.500,00;3.500,00
1.1.1.04.5411000;1.1.1.04;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.04.6321000;1.1.1.04;Benutzungsgebühren und ühnliche Entgelte;15;0;01.01.2001;111;111;0;0;0;0;0;0;0;0;0
1.1.1.04.7012000;1.1.1.04;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;01.01.2002;110;110;24.100;0;27.200;27.900;28.700;29.500;0;24.149,85;25.344,56
1.1.1.04.7022000;1.1.1.04;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;1.000;0;1.200;1.300;1.400;1.500;0;997,65;1.065,86
1.1.1.04.7032000;1.1.1.04;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;01.01.2002;110;110;4.800;0;5.500;5.700;5.900;6.100;0;4.920,26;4.909,52
1.1.1.04.7041000;1.1.1.04;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;01.01.2002;110;110;200;0;300;400;500;600;0;139,03;169,12
1.1.1.04.7271000;1.1.1.04;Besondere Verwaltungs- und Betriebsauszahlungen;15;0;01.01.2001;111;111;2.100;0;2.200;2.200;2.200;2.200;0;750,01;737,02
1.1.1.04.7318000;1.1.1.04;Zuschüsse an übrige Bereiche;15;0;01.01.2001;111;111;3.500;0;3.600;3.700;3.700;3.700;0;3.500,00;3.500,00
1.1.1.04.7411000;1.1.1.04;Sonstige Personal- und Versorgungsauszahlungen;2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.05.4486000;1.1.1.05;Ertrüge aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;01.01.2002;410;410;0;0;0;0;0;0;0;0;0
1.1.1.05.5011000;1.1.1.05;Dienstaufwendungen für Beamte;1;0;01.01.2002;110;110;58.600;57.664,30;54.900;56.300;57.800;59.300;0;56.234,20;57.664,30
1.1.1.05.5021000;1.1.1.05;Beitrüge zu Versorgungskassen für Beamte;1;0;01.01.2002;110;110;32.300;32.145,75;31.400;32.300;33.200;34.000;0;29.205,68;32.145,75
1.1.1.05.5261000;1.1.1.05;Besondere Aufwendungen für Beschüftigte;78;0;01.01.2001;410;410;4.500;450;1.000;2.500;2.500;5.000;0;1.496,00;450
1.1.1.05.5271000;1.1.1.05;Besondere Verwaltungs- und Betriebsaufwendungen;78;0;01.01.2001;410;410;700;549,99;700;700;700;700;0;405,98;549,99
1.1.1.05.5411000;1.1.1.05;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;01.01.2001;110;110;1.000;0;500;500;500;500;0;0;0
1.1.1.05.5431000;1.1.1.05;Geschüftsaufwendungen;78;0;01.01.2001;410;410;1.400;547,71;800;800;800;800;0;661,3;547,71
1.1.1.05.6486000;1.1.1.05;Einzahlungen aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;01.01.2002;410;410;0;0;0;0;0;0;0;0;0
1.1.1.05.7011000;1.1.1.05;Dienstauszahlungen und dgl. an Beamte;1;0;01.01.2002;110;110;58.600;0;54.900;56.300;57.800;59.300;0;56.234,20;57.664,30
1.1.1.05.7021000;1.1.1.05;Beitrüge zu Versorgungskassen für Beamte;1;0;01.01.2002;110;110;32.300;0;31.400;32.300;33.200;34.000;0;29.205,68;32.145,75
1.1.1.05.7261000;1.1.1.05;Besondere zahlungswirksame Aufwendungen für Beschüftigte;78;0;01.01.2001;410;410;4.500;0;1.000;2.500;2.500;5.000;0;1.496,00;450
1.1.1.05.7271000;1.1.1.05;Besondere Verwaltungs- und Betriebsauszahlungen;78;0;01.01.2001;410;410;700;0;700;700;700;700;0;405,98;549,99
1.1.1.05.7411000;1.1.1.05;Sonstige Personal- und Versorgungsauszahlungen;2;0;01.01.2001;110;110;1.000;0;500;500;500;500;0;0;0
1.1.1.05.7431000;1.1.1.05;Geschüftsauszahlungen;78;0;01.01.2001;410;410;1.400;0;800;800;800;800;0;753,46;547,71
1.1.1.06.4486000;1.1.1.06;Ertrüge aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;01.01.2002;410;410;0;0;0;0;0;0;0;0;0
1.1.1.06.5011000;1.1.1.06;Dienstaufwendungen für Beamte;1;0;01.01.2002;110;110;65.100;64.090,59;61.200;0;0;0;0;62.652,16;64.090,59
1.1.1.06.5012000;1.1.1.06;Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;69.700;68.035,77;32.700;0;0;0;0;41.229,33;68.035,77
1.1.1.06.5021000;1.1.1.06;Beitrüge zu Versorgungskassen für Beamte;1;0;01.01.2002;110;110;35.200;35.029,63;34.300;35.200;36.200;37.100;0;31.867,75;35.029,63
1.1.1.06.5022000;1.1.1.06;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;3.000;4.288,65;1.400;0;0;0;0;4.134,47;4.288,65
1.1.1.06.5032000;1.1.1.06;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;14.000;19.208,50;6.600;0;0;0;0;18.603,86;19.208,50
1.1.1.06.5041000;1.1.1.06;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;01.01.2002;110;110;400;331,02;300;0;0;0;0;263,85;331,02
1.1.1.06.5411000;1.1.1.06;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.06.5431100;1.1.1.06;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;0;0;01.01.2001;111;111;20.000;1.811,25;25.000;25.000;25.000;25.000;0;1.753,75;1.811,25
1.1.1.06.6486000;1.1.1.06;Einzahlungen aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;01.01.2002;410;410;0;0;0;0;0;0;0;0;0
1.1.1.06.7011000;1.1.1.06;Dienstauszahlungen und dgl. an Beamte;1;0;01.01.2002;110;110;65.100;0;61.200;0;0;0;0;62.652,16;64.090,59
1.1.1.06.7012000;1.1.1.06;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;01.01.2002;110;110;69.700;0;32.700;0;0;0;0;66.098,12;68.035,77
1.1.1.06.7021000;1.1.1.06;Beitrüge zu Versorgungskassen für Beamte;1;0;01.01.2002;110;110;35.200;0;34.300;35.200;36.200;37.100;0;31.867,75;35.029,63
1.1.1.06.7022000;1.1.1.06;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;3.000;0;1.400;0;0;0;0;4.134,47;4.288,65
1.1.1.06.7032000;1.1.1.06;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;01.01.2002;110;110;14.000;0;6.600;0;0;0;0;18.603,86;19.208,50
1.1.1.06.7041000;1.1.1.06;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;01.01.2002;110;110;400;0;300;0;0;0;0;263,85;331,02
1.1.1.06.7411000;1.1.1.06;Sonstige Personal- und Versorgungsauszahlungen;2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.06.7431100;1.1.1.06;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;0;0;01.01.2001;111;111;20.000;0;25.000;25.000;25.000;25.000;0;1.753,75;1.811,25
1.1.1.07.4144000;1.1.1.07;Zuweisungen für laufende Zwecke von gesetzlichen Sozialversicherungen;1;0;02.01.2002;110;110;0;0;11.000;0;0;0;0;0;0
1.1.1.07.4311000;1.1.1.07;Verwaltungsgebühren;0;0;02.01.2001;220;220;1.600;40;600;600;600;600;0;310;40
1.1.1.07.4484000;1.1.1.07;Ertrüge aus Kostenerstattungen von gesetzlichen Sozialversicherungen;1;0;02.01.2002;110;110;0;0;0;0;0;0;0;0;0
1.1.1.07.4486000;1.1.1.07;Ertrüge aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;02.01.2001;220;220;22.000;18.800,85;22.000;22.000;22.000;22.000;0;15.960,00;18.800,85
1.1.1.07.4521000;1.1.1.07;Steuererstattungen;0;0;02.01.2001;220;220;0;0;3.900;1.800;1.700;400;0;0;0
1.1.1.07.4562000;1.1.1.07;Süumniszuschlüge;0;0;02.01.2001;220;220;125.000;115.021,55;125.000;125.000;125.000;125.000;0;116.246,14;114.846,05
1.1.1.07.4591000;1.1.1.07;Andere sonstige ordentlich Ertrüge;0;0;02.01.2001;220;220;3.200;71.187,23;3.200;3.200;3.200;3.200;0;0;71.187,23
1.1.1.07.4591100;1.1.1.07;Ertrüge Wiederaufleben;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;80,5;40
1.1.1.07.4691000;1.1.1.07;Sonstige Finanzertrüge;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;0
1.1.1.07.5011000;1.1.1.07;Dienstaufwendungen für Beamte;1;0;02.01.2002;110;110;225.600;252.824,61;217.700;223.300;228.900;234.700;0;209.636,78;252.824,61
1.1.1.07.5012000;1.1.1.07;Dienstaufwendungen für Arbeitnehmer;1;0;02.01.2002;110;110;1.003.200;1.040.810,67;1.027.100;1.052.900;1.079.300;1.106.400;0;1.017.014,64;1.040.810,67
1.1.1.07.5021000;1.1.1.07;Beitrüge zu Versorgungskassen für Beamte;1;0;02.01.2002;110;110;144.300;120.392,91;140.800;144.400;148.000;151.700;0;130.952,86;120.392,91
1.1.1.07.5022000;1.1.1.07;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;02.01.2002;110;110;42.300;42.396,11;40.900;42.000;43.100;44.300;0;41.583,56;42.396,11
1.1.1.07.5032000;1.1.1.07;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;02.01.2002;110;110;201.600;206.608,02;206.600;211.900;217.200;222.700;0;197.557,21;206.608,02
1.1.1.07.5041000;1.1.1.07;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;02.01.2002;110;110;4.800;6.240,34;5.800;6.000;6.200;6.400;0;4.869,09;6.240,34
1.1.1.07.5232000;1.1.1.07;Aufwendungen für Leasing;22;0;02.01.2001;220;220;0;0;10.000;10.000;10.000;100.000;0;0;0
1.1.1.07.5291000;1.1.1.07;Aufwendungen für sonstige Dienstleistungen;22;0;02.01.2001;220;220;30.000;41.853,79;55.000;55.000;55.000;55.000;0;39.004,67;40.774,62
1.1.1.07.5411000;1.1.1.07;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;02.01.2001;110;110;0;431,3;0;0;0;0;0;199,3;431,3
1.1.1.07.5429000;1.1.1.07;Sonstige Aufwend.f.d.Inanspruchn.v. Rechten u.Diensten (Mitgliedsbeitrüge);22;0;02.01.2001;220;220;100;0;0;0;0;0;0;0;0
1.1.1.07.5431000;1.1.1.07;Geschüftsaufwendungen;22;0;02.01.2001;220;220;0;0;300;0;0;0;0;0;0
1.1.1.07.5431100;1.1.1.07;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;22;0;02.01.2001;220;220;49.700;4.500,82;27.600;30.100;30.100;27.600;0;60.200,00;4.500,82
1.1.1.07.5431200;1.1.1.07;Aufwendungen für Honorare;22;0;02.01.2001;220;220;0;0;3.500;2.300;0;0;0;2.677,50;0
1.1.1.07.5441410;1.1.1.07;Steueraufwendungen aus Vorjahren;22;0;02.01.2001;220;220;0;6.516,70;0;0;0;0;0;0;6.516,70
1.1.1.07.5473100;1.1.1.07;Abgang auf Forderungen;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;31.524,85;7.609,83
1.1.1.07.5473200;1.1.1.07;Niederschlagung;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;98;0
1.1.1.07.5473300;1.1.1.07;Erlass;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;0
1.1.1.07.5482000;1.1.1.07;Süumniszuschlüge;22;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;0
1.1.1.07.6144000;1.1.1.07;Zuweisungen für laufende Zwecke von gesetzlichen Sozialversicherungen  (Koba);1;0;02.01.2002;110;110;0;0;11.000;0;0;0;0;0;0
1.1.1.07.6311000;1.1.1.07;Verwaltungsgebühren;0;0;02.01.2001;220;220;1.600;0;600;600;600;600;0;150,49;35,01
1.1.1.07.6484000;1.1.1.07;Einzahlungen aus Kostenerstattungen von gesetzlichen Sozialversicherungen;1;0;02.01.2002;110;110;0;0;0;0;0;0;0;0;0
1.1.1.07.6486000;1.1.1.07;Einzahlungen aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;02.01.2001;220;220;22.000;0;22.000;22.000;22.000;22.000;0;15.960,00;18.800,85
1.1.1.07.6521000;1.1.1.07;Erstattungen von Steuern;0;0;02.01.2001;220;220;0;0;3.900;1.800;1.700;400;0;0;0
1.1.1.07.6521300;1.1.1.07;Erstattungen Vorsteuer;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;13.110,39;0
1.1.1.07.6562000;1.1.1.07;Süumniszuschlüge;0;0;02.01.2001;220;220;125.000;0;125.000;125.000;125.000;125.000;0;91.594,68;111.295,24
1.1.1.07.6591000;1.1.1.07;Andere sonstige Einzahlungen aus laufender Verwaltungstütigkeit;0;0;02.01.2001;220;220;3.200;0;3.200;3.200;3.200;3.200;0;543,68;1.664,83
1.1.1.07.6691000;1.1.1.07;Sonstige Finanzeinzahlungen;0;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;0
1.1.1.07.7011000;1.1.1.07;Dienstauszahlungen und dgl. an Beamte;1;0;02.01.2002;110;110;225.600;0;217.700;223.300;228.900;234.700;0;209.636,78;252.824,61
1.1.1.07.7012000;1.1.1.07;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;02.01.2002;110;110;1.003.200;0;1.027.100;1.052.900;1.079.300;1.106.400;0;1.004.824,07;1.040.810,67
1.1.1.07.7021000;1.1.1.07;Beitrüge zu Versorgungskassen für Beamte;1;0;02.01.2002;110;110;144.300;0;140.800;144.400;148.000;151.700;0;130.952,86;120.392,91
1.1.1.07.7022000;1.1.1.07;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;02.01.2002;110;110;42.300;0;40.900;42.000;43.100;44.300;0;41.583,56;42.396,11
1.1.1.07.7032000;1.1.1.07;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;02.01.2002;110;110;201.600;0;206.600;211.900;217.200;222.700;0;197.557,21;206.608,02
1.1.1.07.7041000;1.1.1.07;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;02.01.2002;110;110;4.800;0;5.800;6.000;6.200;6.400;0;4.869,09;6.240,34
1.1.1.07.7232000;1.1.1.07;Auszahlungen für Leasing;22;0;02.01.2001;220;220;0;0;10.000;10.000;10.000;100.000;0;0;0
1.1.1.07.7291000;1.1.1.07;Auszahlungen für sonstige Dienstleistungen;22;0;02.01.2001;220;220;30.000;0;55.000;55.000;55.000;55.000;0;39.004,67;40.853,79
1.1.1.07.7411000;1.1.1.07;Sonstige Personal- und Versorgungsauszahlungen;2;0;02.01.2001;110;110;0;0;0;0;0;0;0;199,3;431,3
1.1.1.07.7429000;1.1.1.07;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);22;0;02.01.2001;220;220;100;0;0;0;0;0;0;0;0
1.1.1.07.7431000;1.1.1.07;Geschüftsauszahlungen;22;0;02.01.2001;220;220;0;0;300;0;0;0;0;0;0
1.1.1.07.7431100;1.1.1.07;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;22;0;02.01.2001;220;220;49.700;0;27.600;30.100;30.100;27.600;0;19.760,90;23.514,74
1.1.1.07.7431200;1.1.1.07;Auszahlungen für Honorare;22;0;02.01.2001;220;220;0;0;3.500;2.300;0;0;0;2.677,50;0
1.1.1.07.7441410;1.1.1.07;Steuerauszahlungen aus Vorjahren;22;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;6.516,70
1.1.1.07.7482000;1.1.1.07;Besondere Auszahlungen Süumniszuschlüge;22;0;02.01.2001;220;220;0;0;0;0;0;0;0;0;0
1.1.1.08.4148000;1.1.1.08;Zuschüsse für laufende Zwecke von übrigen Bereichen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.08.5231000;1.1.1.08;Aufwendungen für Mieten und Pachten;17;0;01.02.2001;110;110;7.000;10.573,87;12.000;0;0;0;0;0;10.573,87
1.1.1.08.5318000;1.1.1.08;Zuschüsse an übrige Bereiche;17;0;01.02.2001;110;110;1.200;400;1.200;10.000;3.200;1.200;0;400;400
1.1.1.08.5421000;1.1.1.08;Aufwendungen für ehrenamtliche und sonstige Tütigkeit;17;0;01.02.2001;110;110;115.000;101.056;115.000;115.000;115.000;115.000;0;100.952,00;101.056,00
1.1.1.08.5431200;1.1.1.08;Aufwendungen für Honorare;17;0;01.02.2001;110;110;7.000;6.200;7.000;7.000;7.000;7.000;0;6.308,80;6.200,00
1.1.1.08.5492000;1.1.1.08;Fraktionszuwendungen;17;0;01.02.2001;110;110;12.000;5.399,52;12.000;12.000;12.000;12.000;0;5.399,52;5.399,52
1.1.1.08.6148000;1.1.1.08;Zuschüsse für laufende Zwecke von übrigen Bereichen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.08.7231000;1.1.1.08;Auszahlungen für Mieten und Pachten;17;0;01.02.2001;110;110;7.000;0;12.000;0;0;0;0;0;9.054,38
1.1.1.08.7318000;1.1.1.08;Zuschüsse an übrige Bereiche;17;0;01.02.2001;110;110;1.200;0;1.200;10.000;3.200;1.200;0;400;400
1.1.1.08.7421000;1.1.1.08;Auszahlungen für ehrenamtliche und sonstige Tütigkeit;17;0;01.02.2001;110;110;115.000;0;115.000;115.000;115.000;115.000;0;100.952,00;101.056,00
1.1.1.08.7431200;1.1.1.08;Auszahlungen für Honorare;17;0;01.02.2001;110;110;7.000;0;7.000;7.000;7.000;7.000;0;6.240,80;6.268,00
1.1.1.08.7492000;1.1.1.08;Fraktionszuwendungen;17;0;01.02.2001;110;110;12.000;0;12.000;12.000;12.000;12.000;0;5.399,52;5.399,52
1.1.1.09.4146000;1.1.1.09;Zuschüsse für laufende Zwecke von sonstigen üffentlichen Sonderrechnungen;0;0;01.02.2001;110;110;0;3.211,20;0;0;0;0;0;0;3.211,20
1.1.1.09.4461000;1.1.1.09;Sonstige privatrechtliche Leistungsentgelte;0;0;01.02.2001;110;110;5.500;873;6.000;6.000;6.000;6.000;0;7.294,00;873
1.1.1.09.4480001;1.1.1.09;Ertrüge aus Kostenerstattungen vom Bund;1;0;01.02.2002;110;110;6.000;2.423,94;6.000;6.000;6.000;6.000;0;3.023,00;2.423,94
1.1.1.09.4481000;1.1.1.09;Ertrüge aus Kostenerstattungen vom Land;1;0;01.02.2002;110;110;0;673,1;0;0;0;0;0;0;673,1
1.1.1.09.4484000;1.1.1.09;Ertrüge aus Kostenerstattungen von gesetzlichen Sozialversicherungen;1;0;01.02.2002;110;110;250.000;0;310.000;310.000;310.000;310.000;0;0;0
1.1.1.09.4488000;1.1.1.09;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.09.4521000;1.1.1.09;Erstattung von Steuern;0;0;01.02.2001;110;110;0;11.725,33;0;0;0;0;0;20.285,34;11.725,33
1.1.1.09.4582000;1.1.1.09;Ertrüge aus der Auflüsung oder Herabsetzung von Rückstellungen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.09.5012000;1.1.1.09;Dienstaufwendungen für Arbeitnehmer;1;0;01.02.2002;110;110;697.700;712.834,79;707.300;725.000;743.200;761.800;0;682.300,72;712.834,79
1.1.1.09.5022000;1.1.1.09;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.02.2002;110;110;28.900;28.701,25;27.900;28.700;29.500;30.200;0;27.018,86;28.701,25
1.1.1.09.5032000;1.1.1.09;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;01.02.2002;110;110;139.900;139.408;141.700;145.400;149.100;152.900;0;133.340,89;139.408,00
1.1.1.09.5041000;1.1.1.09;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;01.02.2002;110;110;3.300;4.072,24;3.700;3.800;3.900;4.100;0;3.307,39;4.072,24
1.1.1.09.5261000;1.1.1.09;Besondere Aufwendungen für Beschüftigte;18;0;01.02.2001;110;110;217.500;233.842,05;265.000;265.000;265.000;265.000;0;121.669,51;227.629,67
1.1.1.09.5411000;1.1.1.09;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;01.02.2001;110;110;0;225,95;0;0;0;0;0;2.022,58;225,95
1.1.1.09.5431000;1.1.1.09;Geschüftsaufwendungen;18;0;01.02.2001;110;110;2.200;2.167,08;2.300;2.400;2.500;2.600;0;1.961,46;2.167,08
1.1.1.09.5431100;1.1.1.09;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;18;0;01.02.2001;110;110;30.000;0;12.500;12.500;12.500;12.500;0;0;0
1.1.1.09.5441000;1.1.1.09;Steuern, Versicherungen, Schadensfülle;18;0;01.02.2001;110;110;203.000;203.014,76;215.000;217.200;219.400;221.600;0;197.342,20;203.014,76
1.1.1.09.5452000;1.1.1.09;Erstatt.f.d. Aufwendungen v. Dritt. aus lfd. Verwaltungstüt. an Gemeinden & GV;18;0;01.02.2001;110;110;6.300;6.401,78;6.500;6.600;6.700;6.800;0;6.155,56;6.401,78
1.1.1.09.6146000;1.1.1.09;Zuschüsse für laufende Zwecke von sonstigen üffentlichen Sonderrechnungen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;3.211,20
1.1.1.09.6461000;1.1.1.09;Sonstige privatrechtliche Leistungsentgelte;0;0;01.02.2001;110;110;5.500;0;6.000;6.000;6.000;6.000;0;7.294,00;873
1.1.1.09.6480001;1.1.1.09;Einzahlungen aus Kostenerstattungen vom Bund;1;0;01.02.2002;110;110;6.000;0;6.000;6.000;6.000;6.000;0;3.023,00;2.423,94
1.1.1.09.6481000;1.1.1.09;Einzahlungen aus Kostenerstattungen vom Land;1;0;01.02.2002;110;110;0;0;0;0;0;0;0;0;673,1
1.1.1.09.6484000;1.1.1.09;Einzahlungen aus Kostenerstattungen von gesetzlichen Sozialversicherungen;1;0;01.02.2002;110;110;250.000;0;310.000;310.000;310.000;310.000;0;0;0
1.1.1.09.6488000;1.1.1.09;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;0;0
1.1.1.09.6521000;1.1.1.09;Erstattungen von Steuern;0;0;01.02.2001;110;110;0;0;0;0;0;0;0;20.285,34;0
1.1.1.09.7012000;1.1.1.09;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;01.02.2002;110;110;697.700;0;707.300;725.000;743.200;761.800;0;682.300,72;712.834,79
1.1.1.09.7022000;1.1.1.09;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.02.2002;110;110;28.900;0;27.900;28.700;29.500;30.200;0;27.018,86;28.701,25
1.1.1.09.7032000;1.1.1.09;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;01.02.2002;110;110;139.900;0;141.700;145.400;149.100;152.900;0;133.340,89;139.408,00
1.1.1.09.7041000;1.1.1.09;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;01.02.2002;110;110;3.300;0;3.700;3.800;3.900;4.100;0;3.307,39;4.072,24
1.1.1.09.7261000;1.1.1.09;Besondere zahlungswirksame Aufwendungen für Beschüftigte;18;0;01.02.2001;110;110;217.500;0;265.000;265.000;265.000;265.000;0;126.157,97;218.978,13
1.1.1.09.7411000;1.1.1.09;Sonstige Personal- und Versorgungsauszahlungen;2;0;01.02.2001;110;110;0;0;0;0;0;0;0;2.022,58;225,95
1.1.1.09.7431000;1.1.1.09;Geschüftsauszahlungen;18;0;01.02.2001;110;110;2.200;0;2.300;2.400;2.500;2.600;0;1.961,46;2.167,08
1.1.1.09.7431100;1.1.1.09;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;18;0;01.02.2001;110;110;30.000;0;12.500;12.500;12.500;12.500;0;0;0
